name,workout_id,exercise,sets,reps,weight,upper_lower,push_pull,exercise_movement
Abelev,60,banded squats,3,10,1,lower,pushes,lower_body_pushes
Abelev,60,rfe lunges,3,10,1,lower,pushes,lower_body_pushes
Abelev,60,side planks,3,30,1,core,core,core
Abelev,60,banded walks,3,60,1,core,core,core
Abelev,60,split squat jumps,3,10,1,lower,pushes,lower_body_pushes
Abelev,60,burpees,3,10,1,cardio,cardio,cardio
Abelev,60,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,86,static lunges,3,10,18,lower,pushes,lower_body_pushes
Abelev,86,banded squats,3,10,60,lower,pushes,lower_body_pushes
Abelev,86,squat jumps,3,10,1,plyos,plyos,plyos
Abelev,86,burpees,3,10,1,cardio,cardio,cardio
Abelev,86,side planks,3,30,1,core,core,core
Abelev,86,mountain climbers,4,30,1,cardio,cardio,cardio
Abelev,86,banded walks,3,60,1,core,core,core
Abelev,86,plank to pushup,3,30,1,core,core,core
Abelev,109,burpees,3,12,1,cardio,cardio,cardio
Abelev,109,plank circuit,2,30,1,core,core,core
Abelev,109,static lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,109,banded squats,3,12,1,lower,pushes,lower_body_pushes
Abelev,109,banded walks,3,60,1,core,core,core
Abelev,109,split squat jumps,3,12,1,lower,pushes,lower_body_pushes
Abelev,109,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,124,sa renegade row,3,10,18,upper,pulls,upper_body_pulls
Abelev,124,"i,y,t's",3,10,2,upper,pulls,upper_body_pulls
Abelev,124,burpees,3,12,1,cardio,cardio,cardio
Abelev,124,bb bench press,3,10,80,upper,pushes,upper_body_pushes
Abelev,124,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,124,sa db row,3,10,35,upper,pulls,upper_body_pulls
Abelev,124,bb oh press,3,10,60,upper,pushes,upper_body_pushes
Abelev,124,plank circuit,3,30,1,core,core,core
Abelev,153,split squat jumps,3,15,1,lower,pushes,lower_body_pushes
Abelev,153,banded squats,3,15,1,lower,pushes,lower_body_pushes
Abelev,153,side planks,3,30,1,core,core,core
Abelev,153,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,153,banded walks,3,60,1,core,core,core
Abelev,176,seal rows,3,15,35,upper,pulls,upper_body_pulls
Abelev,176,plank circuit,3,30,1,core,core,core
Abelev,176,sa renegade row,3,10,25,upper,pulls,upper_body_pulls
Abelev,176,bb oh press,3,8,60,upper,pushes,upper_body_pushes
Abelev,176,burpees,3,10,1,cardio,cardio,cardio
Abelev,176,sa db row,3,10,35,upper,pulls,upper_body_pulls
Abelev,176,bb bench press,3,15,80,upper,pushes,upper_body_pushes
Abelev,176,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,181,plank circuit,3,30,1,core,core,core
Abelev,181,squat jumps,3,10,1,plyos,plyos,plyos
Abelev,181,banded walks,3,60,1,core,core,core
Abelev,181,mountain climbers,4,30,1,cardio,cardio,cardio
Abelev,181,burpees,3,10,1,cardio,cardio,cardio
Abelev,181,step ups,3,10,1,lower,pushes,lower_body_pushes
Abelev,181,banded squats,3,20,1,lower,pushes,lower_body_pushes
Abelev,200,bb oh press,3,8,24,upper,pushes,upper_body_pushes
Abelev,200,"i,y,t's",3,8,2,upper,pulls,upper_body_pulls
Abelev,200,burpees,3,8,1,cardio,cardio,cardio
Abelev,200,db bench press,3,8,35,upper,pushes,upper_body_pushes
Abelev,200,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,200,sa db row,3,8,24,upper,pulls,upper_body_pulls
Abelev,200,seal rows,3,8,24,upper,pulls,upper_body_pulls
Abelev,214,plank circuit,3,30,1,core,core,core
Abelev,214,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,214,banded walks,3,60,1,core,core,core
Abelev,214,split squat jumps,3,10,1,lower,pushes,lower_body_pushes
Abelev,214,sl sit to stand,3,10,1,lower,pushes,lower_body_pushes
Abelev,214,lunge to step up,3,10,1,lower,pushes,lower_body_pushes
Abelev,214,burpees,3,10,1,cardio,cardio,cardio
Abelev,215,sa db row,3,8,24,upper,pulls,upper_body_pulls
Abelev,215,seal rows,3,8,24,upper,pulls,upper_body_pulls
Abelev,215,db bench press,3,8,35,upper,pushes,upper_body_pushes
Abelev,215,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,215,burpees,3,10,1,cardio,cardio,cardio
Abelev,215,"i,y,t's",3,10,2,upper,pulls,upper_body_pulls
Abelev,215,db oh press,3,8,24,upper,pushes,upper_body_pushes
Abelev,216,squat jumps,3,10,1,plyos,plyos,plyos
Abelev,216,mountain climbers,4,30,1,cardio,cardio,cardio
Abelev,216,banded walks,3,60,1,core,core,core
Abelev,216,pushups,3,10,1,upper,pushes,upper_body_pushes
Abelev,216,burpees,3,10,1,cardio,cardio,cardio
Abelev,216,prone snow angels,3,30,1,upper,pulls,upper_body_pulls
Abelev,216,banded squats,3,10,1,lower,pushes,lower_body_pushes
Abelev,217,plank to pushup,3,30,1,core,core,core
Abelev,217,lunge to step up,3,12,1,lower,pushes,lower_body_pushes
Abelev,217,burpees,2,12,1,cardio,cardio,cardio
Abelev,217,clam shells,3,10,1,warm_up_down,warm_up_down,warm_up_down
Abelev,217,banded walks,3,60,1,core,core,core
Abelev,217,squat jumps,3,12,1,plyos,plyos,plyos
Abelev,217,banded squats,3,12,1,lower,pushes,lower_body_pushes
Abelev,217,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,232,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,232,prone snow angels,3,30,1,upper,pulls,upper_body_pulls
Abelev,232,static lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,232,pushups,3,12,1,upper,pushes,upper_body_pushes
Abelev,232,plank circuit,3,30,1,core,core,core
Abelev,232,split squat jumps,3,12,1,lower,pushes,lower_body_pushes
Abelev,232,banded walks,3,60,1,core,core,core
Abelev,232,burpees,3,12,1,cardio,cardio,cardio
Abelev,253,plank circuit,3,30,1,core,core,core
Abelev,253,clam shells,3,30,1,warm_up_down,warm_up_down,warm_up_down
Abelev,253,banded walks,3,60,1,core,core,core
Abelev,253,squat jumps,3,15,1,plyos,plyos,plyos
Abelev,253,lunge to step up,3,15,1,lower,pushes,lower_body_pushes
Abelev,253,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,274,burpees,2,12,1,cardio,cardio,cardio
Abelev,274,prone snow angels,3,40,1,upper,pulls,upper_body_pulls
Abelev,274,plank circuit,3,30,1,core,core,core
Abelev,274,split squat jumps,3,12,1,lower,pushes,lower_body_pushes
Abelev,274,banded walks,3,60,1,core,core,core
Abelev,274,mountain climbers,4,30,1,cardio,cardio,cardio
Abelev,274,pushups,3,12,1,upper,pushes,upper_body_pushes
Abelev,274,static lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,294,squat jumps,3,5,1,plyos,plyos,plyos
Abelev,294,clam shells,3,30,1,warm_up_down,warm_up_down,warm_up_down
Abelev,294,mountain climbers,4,30,1,cardio,cardio,cardio
Abelev,294,burpees,3,8,1,cardio,cardio,cardio
Abelev,294,prone oh press,3,30,1,upper,pushes,upper_body_pushes
Abelev,294,side planks,3,30,1,core,core,core
Abelev,294,plank to pushup,3,30,1,core,core,core
Abelev,294,lunge to step up,3,8,1,lower,pushes,lower_body_pushes
Abelev,294,banded squats,3,8,1,lower,pushes,lower_body_pushes
Abelev,294,banded walks,3,60,1,core,core,core
Abelev,310,"i,y,t's",3,8,2,upper,pulls,upper_body_pulls
Abelev,310,burpees,3,8,1,cardio,cardio,cardio
Abelev,310,side planks,3,30,1,core,core,core
Abelev,310,sa db row,3,8,24,upper,pulls,upper_body_pulls
Abelev,310,seal rows,3,8,24,upper,pulls,upper_body_pulls
Abelev,310,bb bench press,3,8,24,upper,pushes,upper_body_pushes
Abelev,310,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,310,db oh press,3,8,24,upper,pushes,upper_body_pushes
Abelev,311,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,311,banded walks,3,60,1,core,core,core
Abelev,311,prone snow angels,3,30,1,upper,pulls,upper_body_pulls
Abelev,311,pushups,3,8,1,upper,pushes,upper_body_pushes
Abelev,311,plank circuit,3,30,1,core,core,core
Abelev,311,sl bridges,3,8,1,lower,pulls,lower_body_pulls
Abelev,311,burpees,3,8,1,cardio,cardio,cardio
Abelev,311,static lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,311,split squat jumps,3,6,1,lower,pushes,lower_body_pushes
Abelev,workout_1,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_1,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_1,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_1,"mountain climbers (30,15/15, 15/15)",3,30,1,cardio,cardio,cardio
Abelev,workout_1,goblet squats (sit to stands),3,10,15,lower,pushes,lower_body_pushes
Abelev,workout_1,static lunges,3,10,1,lower,pushes,lower_body_pushes
Abelev,workout_1,side planks (knees),3,30,1,core,core,core
Abelev,workout_1,burpees,1,10,1,cardio,cardio,cardio
Abelev,workout_1,stretches,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_10,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_10,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_10,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_10,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_10,squat thrusters,3,15,15,lower,pushes,lower_body_pushes
Abelev,workout_10,db reverse lunge (db each hand),3,15,9,lower,pushes,lower_body_pushes
Abelev,workout_10,1-point sa db row,3,10,15,upper,pulls,upper_body_pulls
Abelev,workout_10,burpees,3,10,1,cardio,cardio,cardio
Abelev,workout_11,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_11,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_11,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_11,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_11,side planks,3,30,1,core,core,core
Abelev,workout_11,planks,3,30,1,core,core,core
Abelev,workout_11,bw lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_12,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_12,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_12,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_12,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_12,curl to oh press,3,12,12,upper,pushes,upper_body_pushes
Abelev,workout_12,goblet db reverse lunge,3,10,9,lower,pushes,lower_body_pushes
Abelev,workout_12,2-point sa db row,3,10,15,upper,pulls,upper_body_pulls
Abelev,workout_12,banded walks,3,60,1,core,core,core
Abelev,workout_12,burpees,3,10,1,cardio,cardio,cardio
Abelev,workout_13,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_13,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_13,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_13,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_13,side planks,3,30,1,core,core,core
Abelev,workout_13,planks,3,30,1,core,core,core
Abelev,workout_13,snow angels,3,30,1,upper,pulls,upper_body_pulls
Abelev,workout_13,sl sit to stands,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_13,bw lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_14,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_14,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_14,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_14,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_14,bench press,3,12,12,upper,pushes,upper_body_pushes
Abelev,workout_14,squat thrusters w/bar at knees,3,10,9,lower,pushes,lower_body_pushes
Abelev,workout_14,db static lunges,3,10,12,lower,pushes,lower_body_pushes
Abelev,workout_14,seal rows,3,60,15,upper,pulls,upper_body_pulls
Abelev,workout_14,burpees,3,10,1,cardio,cardio,cardio
Abelev,workout_15,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_15,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_15,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_15,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_15,side planks,3,30,1,core,core,core
Abelev,workout_15,planks,3,30,1,core,core,core
Abelev,workout_15,snow angels,3,30,1,upper,pulls,upper_body_pulls
Abelev,workout_15,sl sit to stands,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_15,bw lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_15,burpees,3,10,1,cardio,cardio,cardio
Abelev,workout_16,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_16,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_16,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_16,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_16,bench press,3,12,15,upper,pushes,upper_body_pushes
Abelev,workout_16,goblet squats w/bar at knees,3,10,15,lower,pushes,lower_body_pushes
Abelev,workout_16,db static lunges,3,10,15,lower,pushes,lower_body_pushes
Abelev,workout_16,seal rows,3,10,15,upper,pulls,upper_body_pulls
Abelev,workout_16,burpees,3,10,1,cardio,cardio,cardio
Abelev,workout_17,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_17,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_17,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_17,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_17,side planks,3,30,1,core,core,core
Abelev,workout_17,snow angels,3,30,1,upper,pulls,upper_body_pulls
Abelev,workout_17,sl sit to stands,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_17,bw lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_17,burpees,3,10,1,cardio,cardio,cardio
Abelev,workout_18,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_18,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_18,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_18,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_18,bench press,3,12,20,upper,pushes,upper_body_pushes
Abelev,workout_18,goblet squats w/bar at knees,3,10,15,lower,pushes,lower_body_pushes
Abelev,workout_18,db static lunges,3,10,15,lower,pushes,lower_body_pushes
Abelev,workout_18,seal rows,3,60,20,upper,pulls,upper_body_pulls
Abelev,workout_18,burpees,3,10,1,cardio,cardio,cardio
Abelev,workout_19,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_19,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_19,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_19,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_19,side planks,3,30,1,core,core,core
Abelev,workout_19,snow angels,3,30,1,upper,pulls,upper_body_pulls
Abelev,workout_19,sl sit to stands,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_19,bw lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_2,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_2,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_2,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_2,"mountain climbers (30, 30, 15/15)",3,30,1,cardio,cardio,cardio
Abelev,workout_2,goblet squats (sit to stands),3,10,15,lower,pushes,lower_body_pushes
Abelev,workout_2,static lunges,3,10,1,lower,pushes,lower_body_pushes
Abelev,workout_2,side planks (feet),3,15,1,core,core,core
Abelev,workout_2,burpees,2,10,1,cardio,cardio,cardio
Abelev,workout_2,stretches,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_20,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_20,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_20,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_20,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_20,side planks,3,30,1,core,core,core
Abelev,workout_20,snow angels,3,30,1,upper,pulls,upper_body_pulls
Abelev,workout_20,sl sit to stands,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_20,bw lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_21,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_21,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_21,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_21,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_21,plank circuit,3,90,1,core,core,core
Abelev,workout_21,sl glute bridges,3,30,1,lower,pulls,lower_body_pulls
Abelev,workout_21,sl sit to stands,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_21,bw alternating reverse lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_21,burpees,3,10,1,cardio,cardio,cardio
Abelev,workout_22,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_22,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_22,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_22,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_22,bench press,3,12,1,upper,pushes,upper_body_pushes
Abelev,workout_22,goblet squats w/bar at knees,3,10,1,lower,pushes,lower_body_pushes
Abelev,workout_22,db static lunges,3,10,1,lower,pushes,lower_body_pushes
Abelev,workout_22,seal rows,3,60,1,upper,pulls,upper_body_pulls
Abelev,workout_22,burpees,3,10,1,cardio,cardio,cardio
Abelev,workout_23,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_23,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_23,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_23,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_23,side planks,3,30,1,core,core,core
Abelev,workout_23,planks,3,30,1,core,core,core
Abelev,workout_23,snow angels,3,30,1,upper,pulls,upper_body_pulls
Abelev,workout_23,sl sit to stands,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_23,bw lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_23,burpees,3,10,1,cardio,cardio,cardio
Abelev,workout_24,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_24,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_24,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_24,side planks,3,30,1,core,core,core
Abelev,workout_24,planks,3,30,1,core,core,core
Abelev,workout_24,squats,3,15,1,lower,pushes,lower_body_pushes
Abelev,workout_24,sl sit to stands,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_24,bw lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_24,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_25,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_25,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_25,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_25,side planks,3,30,1,core,core,core
Abelev,workout_25,sl glute bridges,3,10,1,lower,pulls,lower_body_pulls
Abelev,workout_25,snow angels,3,30,1,upper,pulls,upper_body_pulls
Abelev,workout_25,sl sit to stands,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_25,bw lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_25,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_26,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_26,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_26,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_26,snow angels,3,30,1,upper,pulls,upper_body_pulls
Abelev,workout_26,side planks,3,30,1,core,core,core
Abelev,workout_26,sl glute bridges,3,12,1,lower,pulls,lower_body_pulls
Abelev,workout_26,squats,3,15,1,lower,pushes,lower_body_pushes
Abelev,workout_26,sl sit to stands,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_26,bw lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_26,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_27,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_27,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_27,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_27,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_27,side planks,3,30,1,core,core,core
Abelev,workout_27,sl glute bridges,3,10,1,lower,pulls,lower_body_pulls
Abelev,workout_27,plank to pushup,3,30,1,core,core,core
Abelev,workout_27,sl sit to stands,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_27,bw lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_27,burpees,2,10,1,cardio,cardio,cardio
Abelev,workout_28,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_28,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_28,mountain climbers,1,1,1,cardio,cardio,cardio
Abelev,workout_28,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_28,snow angels,3,30,1,upper,pulls,upper_body_pulls
Abelev,workout_28,side planks,3,30,1,core,core,core
Abelev,workout_28,plank to pushup,3,30,1,core,core,core
Abelev,workout_28,squats,3,15,1,lower,pushes,lower_body_pushes
Abelev,workout_28,sl sit to stands,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_28,bw lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_29,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_29,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_29,mountain climbers,1,1,1,cardio,cardio,cardio
Abelev,workout_29,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_29,side planks,3,30,1,core,core,core
Abelev,workout_29,plank to pushup,3,30,1,core,core,core
Abelev,workout_29,sl glute bridges,3,15,1,lower,pulls,lower_body_pulls
Abelev,workout_29,squats,3,15,1,lower,pushes,lower_body_pushes
Abelev,workout_29,sl sit to stands,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_29,bw lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_29,burpees,3,10,1,cardio,cardio,cardio
Abelev,workout_3,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_3,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_3,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_3,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_3,sit to stand squat thrusters,3,10,6,lower,pushes,lower_body_pushes
Abelev,workout_3,alternating reverse lunges/2-point sa db row,3,10,9,lower,pushes,lower_body_pushes
Abelev,workout_3,banded walks,3,60,1,core,core,core
Abelev,workout_3,side planks (feet),3,15,1,core,core,core
Abelev,workout_3,stretches,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_30,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_30,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_30,mountain climbers,1,1,1,cardio,cardio,cardio
Abelev,workout_30,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_30,snow angels,3,30,1,upper,pulls,upper_body_pulls
Abelev,workout_30,side planks,3,30,1,core,core,core
Abelev,workout_30,plank to pushup,3,30,1,core,core,core
Abelev,workout_30,sl glute bridges,3,15,1,lower,pulls,lower_body_pulls
Abelev,workout_30,sl sit to stands,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_30,bw lunges,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_30,burpees,3,10,1,cardio,cardio,cardio
Abelev,workout_31,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_31,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_31,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_31,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_31,squat jumps ,3,10,1,plyos,plyos,plyos
Abelev,workout_31,sl rdl,3,6,1,lower,pulls,lower_body_pulls
Abelev,workout_31,side planks,3,30,1,core,core,core
Abelev,workout_31,arm raise planks,3,30,1,core,core,core
Abelev,workout_31,alternating reverse lunge,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_31,burpees,3,30,1,cardio,cardio,cardio
Abelev,workout_32,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_32,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_32,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_32,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_32,squat jumps ,3,10,1,plyos,plyos,plyos
Abelev,workout_32,sl rdl,3,6,1,lower,pulls,lower_body_pulls
Abelev,workout_32,plank to pushup,3,30,1,core,core,core
Abelev,workout_32,sl sit to stands,3,10,1,lower,pushes,lower_body_pushes
Abelev,workout_32,alternating forward lunge,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_32,burpees,3,30,1,cardio,cardio,cardio
Abelev,workout_33,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_33,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_33,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_33,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_33,squat jumps ,3,10,1,plyos,plyos,plyos
Abelev,workout_33,sl rdl,3,6,1,lower,pulls,lower_body_pulls
Abelev,workout_33,plank to pushup,3,30,1,core,core,core
Abelev,workout_33,sl sit to stands,3,10,1,lower,pushes,lower_body_pushes
Abelev,workout_33,alternating forward lunge,3,12,1,lower,pushes,lower_body_pushes
Abelev,workout_33,burpees,3,30,1,cardio,cardio,cardio
Abelev,workout_34,j-jacks,1,50,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_34,foam roll,1,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_34,upward/down dog,2,1,1,warm_up_down,warm_up_down,warm_up_down
Abelev,workout_34,mountain climbers,3,30,1,cardio,cardio,cardio
Abelev,workout_34,squat jumps ,3,10,1,plyos,plyos,plyos
Abelev,workout_34,clam shells,3,6,1,warm_up_down,warm_up_down,warm_up_down
